HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITId,Input.HITTypeId,Input.Title,Input.Description,Input.Keywords,Input.Reward,Input.CreationTime,Input.MaxAssignments,Input.RequesterAnnotation,Input.AssignmentDurationInSeconds,Input.AutoApprovalDelayInSeconds,Input.Expiration,Input.NumberOfSimilarHITs,Input.LifetimeInSeconds,Input.AssignmentId,Input.WorkerId,Input.AssignmentStatus,Input.AcceptTime,Input.SubmitTime,Input.AutoApprovalTime,Input.ApprovalTime,Input.RejectionTime,Input.RequesterFeedback,Input.WorkTimeInSeconds,Input.LifetimeApprovalRate,Input.Last30DaysApprovalRate,Input.Last7DaysApprovalRate,Input.attr_id,Input.attr_name,Input.attr_desc,Input.ex_adj,Input.adj_1,Input.adj_2,Input.adj_3,Input.adj_4,Input.adj_5,Input.adj_6,Input.adj_7,Input.adj_8,Input.adj_9,Input.adj_10,Input.pos_qual_ctrl_1,Input.pos_qual_ctrl_2,Input.pos_qual_ctrl_3,Input.pos_qual_ctrl_4,Input.pos_qual_ctrl_5,Input.neg_qual_ctrl,Input.aadj_1,Input.aadj_10,Input.aadj_2,Input.aadj_3,Input.aadj_4,Input.aadj_5,Input.aadj_6,Input.aadj_7,Input.aadj_8,Input.aadj_9,Input.aneg_qual_ctrl,Input.apos_qual_ctrl_1,Input.apos_qual_ctrl_2,Input.apos_qual_ctrl_3,Input.apos_qual_ctrl_4,Input.apos_qual_ctrl_5,Input.appeal,Answer.ruling.label,Approve,Reject
3BAKUKE49JL1KEXO9FSSKH7CXGA1RR,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3YJ6NA41JEPQQ2V7CEZB76ZZWPTJPM,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:08:08 PDT 2019,Thu Apr 25 11:08:34 PDT 2019,Sun Apr 28 11:08:34 PDT 2019,,,,26,100% (59/59),100% (59/59),100% (59/59),39KV3A5D187N7ZXLL1DWFGAWX3OS73,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3PB5A5BD0V6M3ELNG3OGEMNHFFD7G7,ARYYSG1HT2UDX,Approved,Wed Jan 16 16:06:18 PST 2019,Wed Jan 16 16:07:17 PST 2019,Sat Jan 19 16:07:17 PST 2019,2019-01-20 00:07:37 UTC,,,59,100% (330/330),100% (330/330),100% (330/330),likeness.n.01,likeness,similarity in appearance or character or nature between persons or things,"dissimilar, similar, like, unalike, alike",inside,authorized,even-handed,unorthodox,itty-bitty,clear,sinister,correct,red,inconceivable,similar,unalike,like,alike,dissimilar,single,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3BC9H1KCYWL3IGPDKY97L3Q3WGXYWO,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3OSWBBLG1H6IWPX6O9NHYLQPT42XD7,A23441R746K5OU,Approved,Wed Apr 24 23:25:36 PDT 2019,Wed Apr 24 23:28:18 PDT 2019,Sat Apr 27 23:28:18 PDT 2019,,,,162,100% (23/23),100% (23/23),100% (23/23),33W1NHWFYHL769G6TWA5G5ZH9FFZTR,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3180JW2OT4CH7CX50GUMDF11GZW5JN,AJQGWGESKQT4Y,Approved,Wed Jan 16 10:54:22 PST 2019,Wed Jan 16 10:55:10 PST 2019,Sat Jan 19 10:55:10 PST 2019,2019-01-19 18:55:37 UTC,,,48,100% (9/9),100% (9/9),100% (9/9),solidity.n.02,solidity,state of having the interior filled with matter,"tube-shaped, fistular, sunken, solid, vasiform",spoiled,stupid,young,headstrong,alien,strange,reliable,truthful,succinct,unceasing,fistular,vasiform,hollow,cavernous,cannular,echt,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3BFF0DJK8ZLEUD9AQNC7GXV3B1JTSF,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3AWETUDC951O9VD7H5CDM3MDT9EIZX,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:20:03 PDT 2019,Thu Apr 25 16:20:32 PDT 2019,Sun Apr 28 16:20:32 PDT 2019,,,,29,100% (59/59),100% (59/59),100% (59/59),3TX9T2ZCB91ZYQK0O1FG3P6GD9XZWH,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3E4GGUZ1T8RKJZK00IS0GNY2BF9K26,A37CE37LHUN8M6,Approved,Wed Jan 16 12:59:23 PST 2019,Wed Jan 16 13:00:23 PST 2019,Sat Jan 19 13:00:23 PST 2019,2019-01-19 21:00:41 UTC,,,60,100% (129/129),100% (78/78),100% (78/78),susceptibility.n.01,susceptibility,the state of being susceptible; easily affected,"incapable, supersensitive, allergic, vulnerable, temptable",inconceivable,sensitized,crushed,bodily,user-friendly,extension,unorthodox,authorized,unceasing,unproductive,temptable,tractable,supersensitive,vulnerable,persuadable,bang-up,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3BFF0DJK8ZLEUD9AQNC7GXV3B1JTSF,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3JCG6DTRV6ZSC10Z7HY94C1VFG6QQA,A21CNDWV70DK3G,Approved,Thu Apr 25 09:49:48 PDT 2019,Thu Apr 25 09:50:17 PDT 2019,Sun Apr 28 09:50:17 PDT 2019,,,,29,100% (12/12),100% (12/12),100% (12/12),3TX9T2ZCB91ZYQK0O1FG3P6GD9XZWH,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3E4GGUZ1T8RKJZK00IS0GNY2BF9K26,A37CE37LHUN8M6,Approved,Wed Jan 16 12:59:23 PST 2019,Wed Jan 16 13:00:23 PST 2019,Sat Jan 19 13:00:23 PST 2019,2019-01-19 21:00:41 UTC,,,60,100% (129/129),100% (78/78),100% (78/78),susceptibility.n.01,susceptibility,the state of being susceptible; easily affected,"incapable, supersensitive, allergic, vulnerable, temptable",inconceivable,sensitized,crushed,bodily,user-friendly,extension,unorthodox,authorized,unceasing,unproductive,temptable,tractable,supersensitive,vulnerable,persuadable,bang-up,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3BFNCI9LYMZNCYRON5853TV9UOU73Q,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3J88R45B2J7RLM0WTIECYF7E7N8XPO,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:37:11 PDT 2019,Thu Apr 25 11:37:29 PDT 2019,Sun Apr 28 11:37:29 PDT 2019,,,,18,100% (59/59),100% (59/59),100% (59/59),3VLL1PIENQORTHBYXFO6MVTUA7YOZU,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3GU1KF0O4I1FI3HCW3QJDXN5ZV8BPG,A1RUURPQJ14A8X,Approved,Wed Jan 16 13:30:06 PST 2019,Wed Jan 16 13:42:46 PST 2019,Sat Jan 19 13:42:46 PST 2019,2019-01-19 21:43:37 UTC,,,760,100% (120/120),100% (110/110),100% (110/110),criticality.n.02,criticality,a critical state; especially the point at which a nuclear reaction is self-sustaining,"supercritical, critical, noncritical",rich,horrible,despicable,potent,unpolluted,courteous,honourable,east,noble,profit-making,noncritical,supercritical,critical,,,hard-hitting,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3BJKPTD2QEL2TY9XBYC2QNQ7PZ0TRR,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,36TFCYNS47JZ8528A567P65NLWZXHK,A3O51JVRKYX9XV,Approved,Thu Apr 25 13:37:09 PDT 2019,Thu Apr 25 13:40:21 PDT 2019,Sun Apr 28 13:40:21 PDT 2019,,,,192,100% (11/11),100% (11/11),100% (11/11),3OZ4VAIBEXFWJMFRG57YTTZCN2IJV6,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3G5F9DBFOPX2E0HUI79E50FLGVUHV1,A3S8TUZ94SKSDC,Approved,Wed Jan 16 10:57:51 PST 2019,Wed Jan 16 11:01:03 PST 2019,Sat Jan 19 11:01:03 PST 2019,2019-01-19 19:01:37 UTC,,,192,100% (7/7),100% (6/6),100% (6/6),ambition.n.02,ambition,a strong drive for success,"unambitious, pushy, determined, enterprising, shiftless",dazzling,static,truthful,multifaceted,conceivable,unlinked,crowded,inhumane,discernible,user-friendly,shiftless,enterprising,unambitious,driven,determined,long-staple,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3BJKPTD2QEL2TY9XBYC2QNQ7PZ0TRR,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3QBD8R3Z24SI2K0LU7ZSC45Q4NAO4M,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:21:16 PDT 2019,Thu Apr 25 16:21:33 PDT 2019,Sun Apr 28 16:21:33 PDT 2019,,,,17,100% (59/59),100% (59/59),100% (59/59),3OZ4VAIBEXFWJMFRG57YTTZCN2IJV6,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3G5F9DBFOPX2E0HUI79E50FLGVUHV1,A3S8TUZ94SKSDC,Approved,Wed Jan 16 10:57:51 PST 2019,Wed Jan 16 11:01:03 PST 2019,Sat Jan 19 11:01:03 PST 2019,2019-01-19 19:01:37 UTC,,,192,100% (7/7),100% (6/6),100% (6/6),ambition.n.02,ambition,a strong drive for success,"unambitious, pushy, determined, enterprising, shiftless",dazzling,static,truthful,multifaceted,conceivable,unlinked,crowded,inhumane,discernible,user-friendly,shiftless,enterprising,unambitious,driven,determined,long-staple,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3CZH926SIENT39P2ARRUJ8FWUBU4EU,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3X0H8UUIT4X99EBYBUMKR1YIL59SW6,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:29:44 PDT 2019,Thu Apr 25 11:30:36 PDT 2019,Sun Apr 28 11:30:36 PDT 2019,,,,52,100% (59/59),100% (59/59),100% (59/59),3P7RGTLO6ED72IIBNVGEYLLCHHIAKW,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,323Q6SJS8IGDI3V4IS4ANECZS30HFB,A3542PB4Z0NE80,Approved,Wed Jan 16 14:31:52 PST 2019,Wed Jan 16 14:32:29 PST 2019,Sat Jan 19 14:32:29 PST 2019,2019-01-19 22:32:42 UTC,,,37,100% (58/58),100% (37/37),100% (36/36),obedience.n.02,obedience,the trait of being willing to obey,"manageable, bad, disobedient, dutiful, noncompliant",multifaceted,atypical,hunger,inside,alien,obese,conspicuous,analytical,authorized,monochrome,dutiful,self-willed,wilful,submissive,noncompliant,far-flung,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3CZH926SIENT39P2ARRUJ8FWUBU4EU,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3XIQGXAUMFH2FGWWXWKVYTGT7T47XT,A3O51JVRKYX9XV,Approved,Thu Apr 25 13:54:49 PDT 2019,Thu Apr 25 13:55:07 PDT 2019,Sun Apr 28 13:55:07 PDT 2019,,,,18,100% (11/11),100% (11/11),100% (11/11),3P7RGTLO6ED72IIBNVGEYLLCHHIAKW,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,323Q6SJS8IGDI3V4IS4ANECZS30HFB,A3542PB4Z0NE80,Approved,Wed Jan 16 14:31:52 PST 2019,Wed Jan 16 14:32:29 PST 2019,Sat Jan 19 14:32:29 PST 2019,2019-01-19 22:32:42 UTC,,,37,100% (58/58),100% (37/37),100% (36/36),obedience.n.02,obedience,the trait of being willing to obey,"manageable, bad, disobedient, dutiful, noncompliant",multifaceted,atypical,hunger,inside,alien,obese,conspicuous,analytical,authorized,monochrome,dutiful,self-willed,wilful,submissive,noncompliant,far-flung,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3DWGDA5POHDTDLE5IZX2LEWFIMN1VK,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,33IZTU6J84AOYEGOLZI6TKCPU7GXS5,A3O51JVRKYX9XV,Approved,Thu Apr 25 13:40:24 PDT 2019,Thu Apr 25 13:41:02 PDT 2019,Sun Apr 28 13:41:02 PDT 2019,,,,38,100% (11/11),100% (11/11),100% (11/11),3QI9WAYOGQB43ZJG2R8492A02S4S64,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,34PGFRQONOBBKVCPWHHV3FEE0YTJWF,ARYYSG1HT2UDX,Approved,Wed Jan 16 14:22:36 PST 2019,Wed Jan 16 14:23:21 PST 2019,Sat Jan 19 14:23:21 PST 2019,2019-01-19 22:23:40 UTC,,,45,100% (330/330),100% (330/330),100% (330/330),sexual_activity.n.01,sexual_activity,activities associated with sexual intercourse,"staminate, female, lesbian, transsexual, straight",exceptional,itty-bitty,inhumane,atypical,headstrong,inconclusive,technical,multifaceted,innovatory,even-handed,staminate,straight,transsexual,pederastic,vegetal,frizzly,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3DWGDA5POHDTDLE5IZX2LEWFIMN1VK,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,39OWYR0EPN04UE1CKB495Z0J7NIFYC,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:14:21 PDT 2019,Thu Apr 25 16:14:48 PDT 2019,Sun Apr 28 16:14:48 PDT 2019,,,,27,100% (59/59),100% (59/59),100% (59/59),3QI9WAYOGQB43ZJG2R8492A02S4S64,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,34PGFRQONOBBKVCPWHHV3FEE0YTJWF,ARYYSG1HT2UDX,Approved,Wed Jan 16 14:22:36 PST 2019,Wed Jan 16 14:23:21 PST 2019,Sat Jan 19 14:23:21 PST 2019,2019-01-19 22:23:40 UTC,,,45,100% (330/330),100% (330/330),100% (330/330),sexual_activity.n.01,sexual_activity,activities associated with sexual intercourse,"staminate, female, lesbian, transsexual, straight",exceptional,itty-bitty,inhumane,atypical,headstrong,inconclusive,technical,multifaceted,innovatory,even-handed,staminate,straight,transsexual,pederastic,vegetal,frizzly,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3GMLHYZ0LG6QQC08PYU63F56B0MYUP,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3S96KQ6I9PDBF8OMJZMK9I5JG8ETDK,A23441R746K5OU,Approved,Wed Apr 24 23:24:07 PDT 2019,Wed Apr 24 23:25:13 PDT 2019,Sat Apr 27 23:25:13 PDT 2019,,,,66,100% (23/23),100% (23/23),100% (23/23),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3D8YOU6S9EKM4W8DHY85CNOCTBH6UE,A31A4YKVSOYRVS,Approved,Wed Jan 16 13:16:34 PST 2019,Wed Jan 16 13:17:15 PST 2019,Sat Jan 19 13:17:15 PST 2019,2019-01-19 21:17:41 UTC,,,41,100% (42/42),100% (27/27),100% (27/27),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3GMLHYZ0LG6QQC08PYU63F56B0MYUP,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:45 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:45 PDT 2019,,,3UNH76FOCVEA0OTT6Y8M0PKS4OUMYQ,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:04:11 PDT 2019,Thu Apr 25 16:04:46 PDT 2019,Sun Apr 28 16:04:46 PDT 2019,,,,35,100% (59/59),100% (59/59),100% (59/59),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3D8YOU6S9EKM4W8DHY85CNOCTBH6UE,A31A4YKVSOYRVS,Approved,Wed Jan 16 13:16:34 PST 2019,Wed Jan 16 13:17:15 PST 2019,Sat Jan 19 13:17:15 PST 2019,2019-01-19 21:17:41 UTC,,,41,100% (42/42),100% (27/27),100% (27/27),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3HUR21WDDWYI7GU3U35TNM4A5I3YXH,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3QILPRALQ84130NB5VPSERLQGZYN8A,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:17:03 PDT 2019,Thu Apr 25 11:17:29 PDT 2019,Sun Apr 28 11:17:29 PDT 2019,,,,26,100% (59/59),100% (59/59),100% (59/59),3LVTFB9DE5IUNCT9M0SLQT8OEIMGQ5,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,37U1UTWH9VMHSIZK6JAYRQXJS7M8RH,A37CE37LHUN8M6,Approved,Wed Jan 16 12:36:32 PST 2019,Wed Jan 16 12:40:13 PST 2019,Sat Jan 19 12:40:13 PST 2019,2019-01-19 20:40:38 UTC,,,221,100% (129/129),100% (78/78),100% (78/78),constancy.n.01,constancy,the quality of being enduring and free from change or variation,"constant, unswerving, false, unfailing, changeable",inhumane,sensitized,east,bodily,innovatory,inside,seperate,technical,atypical,hunger,unfailing,volatile,stable,faithful,invariable,carmine,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
